Date,Sales_all,Bottle_Profit ,Bottles_Sold,Volume_Sold 
"October 22, 2014",1589882,64067,122837,108438
"October 23, 2014",1127693,37353,94116,79292
"October 24, 2014",158,8,7,5
"October 27, 2014",1623358,51531,116686,108315
"October 28, 2014",1286819,46845,95241,98438
"October 29, 2014",1589178,64103,121643,112162
"October 30, 2014",1244198,36445,93656,86992
"November 3, 2014",1296370,48942,102444,92488
"November 4, 2014",1109568,45945,84884,79909
"November 5, 2014",1756067,65836,133962,119484
"November 6, 2014",991629,35883,78867,66227
"November 7, 2014",1307232,26514,83655,79363
"November 10, 2014",864066,29448,62383,60785
"November 12, 2014",1782969,67978,128926,116104
"November 13, 2014",1119391,38752,89012,75827
"November 17, 2014",1780715,64696,132223,118159
"November 18, 2014",1384931,57502,106572,98533
"November 19, 2014",1630159,69163,125374,111296
"November 20, 2014",1092086,38815,85037,73300
"November 21, 2014",1035403,41042,82584,74172
"November 22, 2014",820830,37572,61571,60082
"November 24, 2014",1308077,59962,99113,87728
"November 25, 2014",972534,35719,77401,65160
"November 26, 2014",20732,1504,2075,1180
"December 1, 2014",1993371,68826,145135,131685
"December 2, 2014",1417302,55660,103749,99366
"December 3, 2014",1792513,72527,133458,121272
"December 4, 2014",1421430,47167,110074,90548
"December 8, 2014",1836838,59708,132421,121008
"December 9, 2014",1508478,51672,106262,103634
"December 10, 2014",1927413,72638,140134,126494
"December 11, 2014",1279051,42152,97454,85091
"December 12, 2014",17405,705,1011,1012
"December 15, 2014",1718557,58145,122145,112988
"December 16, 2014",1175238,50828,89329,84149
"December 17, 2014",1800739,76442,134110,118668
"December 18, 2014",1264566,45255,95285,81977
"December 19, 2014",1242956,50238,91568,83104
"December 20, 2014",1001389,43033,70584,68916
"December 22, 2014",1631526,73383,118977,103286
"December 23, 2014",1076892,42229,81620,68827
"December 24, 2014",75213,3684,6054,5132
"December 26, 2014",1701750,67030,119424,111462
"December 27, 2014",1365251,56291,95977,94263
"December 29, 2014",2030639,84327,144596,129510
"December 30, 2014",1276854,46065,96211,81755
"December 31, 2014",70172,3280,5686,4395
"January 5, 2015",1621502,63354,120294,107325
"January 6, 2015",1149512,54145,92486,87520
"January 7, 2015",1469466,65994,115675,100403
"January 8, 2015",1019332,39769,82347,71314
"January 12, 2015",1147093,44934,89081,83966
"January 13, 2015",1202580,53550,97652,92380
"January 14, 2015",825379,39245,65846,58103
"January 15, 2015",931738,35158,74748,64669
"January 16, 2015",941446,33561,70916,65775
"January 20, 2015",1008365,43560,78379,75049
"January 21, 2015",1420457,59196,111011,97923
"January 22, 2015",1003177,34992,80653,70187
"January 23, 2015",2608,380,407,213
"January 26, 2015",1528847,57291,120030,110256
"January 27, 2015",900814,39217,71719,69287
"January 28, 2015",1350540,58514,106672,95819
"January 29, 2015",975652,37736,81622,71163
"February 2, 2015",1478246,49745,106272,102622
"February 3, 2015",1100506,42262,85631,88151
"February 4, 2015",1551772,60718,119731,112202
"February 5, 2015",1241992,39696,95200,88662
"February 6, 2015",1740,65,108,138
"February 9, 2015",1774056,50663,125771,119588
"February 10, 2015",1331928,41948,91803,96928
"February 11, 2015",1855145,64769,130491,124427
"February 12, 2015",1008148,38877,80252,68549
"February 16, 2015",1413495,51526,100863,90725
"February 17, 2015",1143802,51418,87900,82277
"February 18, 2015",1276733,56251,98364,86909
"February 19, 2015",1061228,38824,83614,71073
"February 23, 2015",1404108,50841,109221,103307
"February 24, 2015",1164233,47598,88802,88464
"February 25, 2015",1334904,53803,102748,95176
"February 26, 2015",1082316,39600,85191,74884
"March 2, 2015",1391593,49992,104017,92479
"March 3, 2015",1251985,56686,93628,88955
"March 4, 2015",1373371,56560,104601,91415
"March 5, 2015",1116740,38837,87353,74442
"March 6, 2015",1680,12,482,98
"March 9, 2015",1625407,52451,114311,102892
"March 10, 2015",1119825,48782,85559,83101
"March 11, 2015",1291385,54899,97562,83744
"March 12, 2015",1097627,39124,87276,73170
"March 16, 2015",1933722,53568,137703,128217
"March 17, 2015",1582496,52902,110580,107822
"March 18, 2015",1643430,53213,119122,110539
"March 19, 2015",989498,35693,77073,65558
"March 23, 2015",1213496,47604,94398,81020
"March 24, 2015",982348,44780,76489,72604
"March 25, 2015",1115798,50341,89454,75861
"March 26, 2015",966669,35561,75441,65443
"March 30, 2015",1383881,51255,104847,95407
"March 31, 2015",1181419,49995,92218,87099
"April 1, 2015",1322708,56065,102655,90212
"April 2, 2015",1035950,37229,85324,73848
"April 6, 2015",1475232,53252,108318,101347
"April 7, 2015",1169869,49298,87502,88241
"April 8, 2015",1256738,54975,99025,87197
"April 9, 2015",977683,35769,78213,69228
"April 13, 2015",1293197,50811,102232,91340
"April 14, 2015",1142418,52096,89165,85608
"April 15, 2015",1243911,58807,101346,86162
"April 16, 2015",1023391,36460,84549,70932
"April 20, 2015",1429471,52779,109143,95997
"April 21, 2015",1021739,46736,82532,75807
"April 22, 2015",1264527,55249,99918,87215
"April 23, 2015",978767,35765,78772,67176
"April 27, 2015",1834954,53957,126919,119764
"April 28, 2015",1503585,52257,109513,110077
"April 29, 2015",1762227,61230,129858,120598
"April 30, 2015",1120894,36606,87289,77156
"May 1, 2015",448,5,30,53
"May 4, 2015",1723452,58787,126070,122947
"May 5, 2015",1261416,53064,97622,97518
"May 6, 2015",1432658,57047,109802,102412
"May 7, 2015",1056131,38737,85379,73020
"May 11, 2015",1443851,53076,112588,104195
"May 12, 2015",1283687,56645,98261,97017
"May 13, 2015",1242911,56417,99881,89201
"May 14, 2015",1400885,39260,101668,92914
"May 18, 2015",1860118,62218,132094,127558
"May 19, 2015",1939573,66646,135406,143907
"May 20, 2015",1601447,59326,117329,113135
"May 21, 2015",1206832,42860,90184,82876
"May 22, 2015",1100271,37851,81495,80250
"May 26, 2015",1338109,54137,100744,100974
"May 27, 2015",1415751,61375,109329,99267
"May 28, 2015",1128030,39227,85945,75513
"May 29, 2015",1800,50,12,9
"June 1, 2015",1824835,68768,142386,127183
"June 2, 2015",1268428,57324,97798,92816
"June 3, 2015",1313718,54499,103184,88229
"June 4, 2015",1129701,37620,89897,74885
"June 5, 2015",3857,194,103,137
"June 8, 2015",1444766,54582,110331,99416
"June 9, 2015",1320223,55555,98580,95735
"June 10, 2015",1380308,58485,102852,93382
"June 11, 2015",1052323,38232,85829,73555
"June 12, 2015",2432,7,336,336
"June 15, 2015",1997168,57517,145071,137730
"June 16, 2015",1788799,57249,126012,125885
"June 17, 2015",1659839,58870,121791,114708
"June 18, 2015",1100723,39790,87306,75555
"June 19, 2015",221,4,20,6
"June 22, 2015",1548658,53811,119460,105948
"June 23, 2015",1389232,59051,104538,98968
"June 24, 2015",1435912,58458,110928,99005
"June 25, 2015",1290268,38997,100296,88183
"June 26, 2015",1295475,40442,93455,90263
"June 29, 2015",1510274,61552,112647,110541
"June 30, 2015",1332527,57123,104951,91199
"July 1, 2015",1144629,42564,89037,77262
"July 2, 2015",67478,3551,5850,4970
"July 6, 2015",1497165,61328,116198,103439
"July 7, 2015",1410850,62539,109683,104818
"July 8, 2015",1365504,62494,107297,92642
"July 9, 2015",1109701,41866,91530,76716
"July 13, 2015",1589231,58072,118575,107825
"July 14, 2015",1369961,57601,104593,99805
"July 15, 2015",1308637,57204,100104,88594
"July 16, 2015",974687,36312,80435,68034
"July 20, 2015",1394617,50837,104104,94038
"July 21, 2015",1157433,53638,88849,85578
"July 22, 2015",1203938,53681,96075,85477
"July 23, 2015",978241,36098,79117,67429
"July 27, 2015",1643276,55636,121112,113494
"July 28, 2015",1485162,58505,111056,110859
"July 29, 2015",1557670,55579,114883,108670
"July 30, 2015",1155135,38130,90681,80959
"July 31, 2015",850,5,60,105
"August 3, 2015",1599892,55040,118522,108300
"August 4, 2015",1217479,55697,94742,89507
"August 5, 2015",1333732,57075,104872,90194
"August 6, 2015",1096741,37713,88878,76636
"August 7, 2015",8317,627,991,390
"August 10, 2015",1312189,51201,102340,92844
"August 11, 2015",1186893,54756,93392,89474
"August 12, 2015",1149034,53641,93083,78250
"August 13, 2015",1073879,37628,87775,74973
"August 17, 2015",1405560,53013,112316,100435
"August 18, 2015",1138243,53272,91697,86955
"August 19, 2015",1381814,59068,111156,98941
"August 20, 2015",1047115,38752,83864,70619
"August 24, 2015",1626611,53213,120457,111879
"August 25, 2015",1426777,55146,107763,105748
"August 26, 2015",1549701,56368,121808,107036
"August 27, 2015",1131292,39319,91866,75288
"August 31, 2015",1431129,53580,114556,100636
"September 1, 2015",1344663,58007,100450,97499
"September 2, 2015",1658919,61364,122507,110254
"September 3, 2015",1271790,41408,100509,89142
"September 4, 2015",1200999,37328,82691,81610
"September 8, 2015",1282478,54462,97130,92253
"September 9, 2015",1477395,60821,114588,99449
"September 10, 2015",1094993,41520,87475,73947
"September 14, 2015",1756913,62609,132762,118668
"September 15, 2015",1359339,57324,106309,100520
"September 16, 2015",1219471,54162,98788,84502
"September 17, 2015",1034101,37910,83404,70755
"September 18, 2015",4569,130,525,293
"September 21, 2015",1472361,50873,110127,100773
"September 22, 2015",1155461,49884,88106,85000
"September 23, 2015",1369872,52283,104778,97584
"September 24, 2015",976726,36864,78111,66623
"September 25, 2015",6050,518,496,379
"September 28, 2015",1645348,54826,118322,111876
"September 29, 2015",1346297,54379,100893,100656
"September 30, 2015",1435614,59019,111898,97878
"October 1, 2015",1619710,38962,120081,104869
"October 2, 2015",5187,140,663,257
"October 5, 2015",1681203,50620,125342,118787
"October 6, 2015",1572075,54941,114416,120081
"October 7, 2015",1561225,57618,117997,108940
"October 8, 2015",1221183,36593,93217,81463
"October 12, 2015",1946627,57421,136845,125211
"October 13, 2015",1633406,57520,115370,112034
"October 14, 2015",1852182,63974,132631,118978
"October 15, 2015",1262658,39875,97709,80732
"October 19, 2015",1698778,54987,126548,116730
"October 20, 2015",1607045,55182,118916,117864
"October 21, 2015",1513646,57199,111859,104127
"October 22, 2015",1101737,37037,85555,73112
"October 26, 2015",1536830,54184,114613,105756
"October 27, 2015",1396452,62542,103847,98358
"October 28, 2015",1470821,56360,111595,103648
"October 29, 2015",1232220,44091,98627,83275
"October 30, 2015",264,5,18,32
"November 2, 2015",1610574,57921,116530,104521
"November 3, 2015",1234314,53855,93997,87846
"November 4, 2015",1444462,60453,110421,93762
"November 5, 2015",1048052,37529,82686,70585
"November 9, 2015",1644053,57470,120420,106791
"November 10, 2015",1411690,54507,105521,99257
"November 11, 2015",1397286,51561,105879,93424
"November 12, 2015",1144244,41447,90428,76131
"November 16, 2015",1602470,58575,120055,105127
"November 17, 2015",1258836,56305,98131,90415
"November 18, 2015",1982524,66724,143559,126751
"November 19, 2015",1265565,40605,95832,85144
"November 20, 2015",1406159,39226,91120,88375
"November 21, 2015",958085,39293,69325,68966
"November 23, 2015",1261884,49641,95123,82312
"November 24, 2015",1009776,38794,81797,64827
"November 25, 2015",85415,4710,7218,4926
"November 30, 2015",1953325,74673,145691,127304
"December 1, 2015",1990002,76425,148420,136641
"December 2, 2015",1699203,71171,130199,109406
"December 3, 2015",1496926,50285,116079,94311
"December 4, 2015",5209,352,420,430
"December 7, 2015",1893163,62384,133706,116523
"December 8, 2015",1457865,60524,109366,102400
"December 9, 2015",1774019,64877,128017,111323
"December 10, 2015",1378872,42654,104193,87917
"December 14, 2015",1801539,63682,130065,114193
"December 15, 2015",1628489,69187,118548,109942
"December 16, 2015",1619875,66269,118108,103153
"December 17, 2015",1336314,46141,105504,87638
"December 18, 2015",1407056,51419,100405,92794
"December 21, 2015",1682710,66939,118303,113479
"December 22, 2015",1868452,75123,132509,116340
"December 23, 2015",1348003,47305,99745,83772
"December 24, 2015",18753,1375,1241,875
"December 26, 2015",1778571,71754,127122,113850
"December 28, 2015",1594420,75182,116894,104899
"December 29, 2015",1565418,74534,116546,96851
"December 30, 2015",1314666,47356,98982,80941
"December 31, 2015",23613,981,1806,1202
"January 4, 2016",1594658,66474,121916,105091
"January 5, 2016",1174987,57476,91374,83279
"January 6, 2016",1215471,56508,95565,81703
"January 7, 2016",1042350,40813,81619,69379
"January 11, 2016",1233572,49677,96660,84492
"January 12, 2016",1053017,48264,83605,79014
"January 13, 2016",1106051,50848,88546,76320
"January 14, 2016",878231,33027,71447,60120
"January 15, 2016",1010664,29933,67859,65148
"January 19, 2016",1062818,48975,83506,76833
"January 20, 2016",1186967,51563,95907,81473
"January 21, 2016",890906,34200,73080,60660
"January 25, 2016",1629805,62676,130029,111127
"January 26, 2016",1313080,53130,96749,93114
"January 27, 2016",1433499,56100,105944,95954
"January 28, 2016",1191978,35817,87793,78249
"February 1, 2016",1667069,53664,126205,118755
"February 2, 2016",1483908,55316,113369,118453
"February 3, 2016",1432551,56729,114636,107681
"February 4, 2016",1120044,36915,87902,80914
"February 8, 2016",1534156,52721,118120,109508
"February 9, 2016",1200080,49438,91479,90793
"February 10, 2016",1423230,55368,111470,101054
"February 11, 2016",1072858,39365,84256,74499
"February 12, 2016",932,3,240,69
"February 15, 2016",1416191,50567,107391,98424
"February 16, 2016",1334043,54105,102272,103793
"February 17, 2016",1543666,56014,118318,112439
"February 18, 2016",1048587,36983,84115,71278
"February 19, 2016",41,14,1,1
"February 22, 2016",1489321,53896,116516,106253
"February 23, 2016",1166548,52343,91204,88809
"February 24, 2016",1313996,55820,101590,90011
"February 25, 2016",1208505,39653,91176,82593
"February 29, 2016",1346115,52430,104420,92784
"March 1, 2016",1156289,51993,90542,82463
"March 2, 2016",1244332,54054,98399,80286
"March 3, 2016",1063213,38836,86720,71853
"March 4, 2016",4517,69,168,126
"March 7, 2016",1700833,55219,124886,109805
"March 8, 2016",1164134,53911,92435,83211
"March 9, 2016",1519301,58690,114501,97186
"March 10, 2016",1133864,38822,89417,74675
"March 11, 2016",669,2,216,56
"March 14, 2016",1450751,55706,110577,94604
"March 15, 2016",1126707,55417,87618,80094
"March 16, 2016",1239363,55016,98429,82942
"March 17, 2016",1136363,36918,91954,77221
"March 21, 2016",1543921,62955,118223,105006
"March 22, 2016",1297913,54937,97260,91721
"March 23, 2016",1278808,53345,98625,85743
"March 24, 2016",1070251,35808,84378,71421
"March 25, 2016",3198,38,108,81
"March 28, 2016",1368182,54927,108575,95246
"March 29, 2016",1037877,49485,80837,74774
"March 30, 2016",1211648,53533,97010,82725
"March 31, 2016",954312,34532,78029,64270
"April 4, 2016",1713227,60823,130400,120836
"April 5, 2016",1318655,54630,100723,97281
"April 6, 2016",1666472,61590,124245,111086
"April 7, 2016",1199488,39017,94037,78975
"April 11, 2016",1633487,56652,120013,109662
"April 12, 2016",1241778,55797,95825,89899
"April 13, 2016",1380048,58786,110189,96319
"April 14, 2016",1013020,37542,82281,68162
"April 15, 2016",22613,94,954,639
"April 18, 2016",1572774,55512,123655,105400
"April 19, 2016",1328561,59032,102315,96660
"April 20, 2016",1299911,58436,105340,90107
"April 21, 2016",1131383,39522,91690,76247
"April 25, 2016",1867769,55286,128412,119417
"April 26, 2016",1434064,54697,104978,104610
"April 27, 2016",1593342,59927,117921,107016
"April 28, 2016",1246499,38922,101397,87433
"April 29, 2016",3934,68,62,65
"May 2, 2016",1620501,59447,122082,112802
"May 3, 2016",1501379,57823,113470,114260
"May 4, 2016",1566493,61082,122768,108630
"May 5, 2016",1196262,39044,95634,80567
"May 6, 2016",15141,110,720,500
"May 9, 2016",1658718,56011,119627,112642
"May 10, 2016",1413434,59819,106306,104783
"May 11, 2016",1507131,61093,115139,106895
"May 12, 2016",1153232,38655,91671,80732
"May 13, 2016",5905,54,270,180
"May 16, 2016",1572593,59676,119534,109844
"May 17, 2016",1412265,60961,106699,102818
"May 18, 2016",1485360,61355,115053,103027
"May 19, 2016",1159757,41677,92418,77460
"May 20, 2016",4036,46,264,198
"May 23, 2016",1622335,62768,130130,113004
"May 24, 2016",1543875,64804,116955,116573
"May 25, 2016",1484012,61104,116536,105924
"May 26, 2016",1223944,42035,96919,84934
"May 27, 2016",1298103,41125,91278,87391
"May 31, 2016",1374701,60065,110373,100796
"June 1, 2016",1426990,59965,112516,97459
"June 2, 2016",1209373,42974,96610,80864
"June 3, 2016",7466,65,300,214
"June 6, 2016",2219798,70711,155103,146755
"June 7, 2016",1480916,62316,113819,112522
"June 8, 2016",1527941,60442,116156,104421
"June 9, 2016",1139157,38512,90923,77638
"June 10, 2016",20410,122,1122,635
"June 13, 2016",1755614,62978,135041,113997
"June 14, 2016",1458645,62786,112493,104222
"June 15, 2016",1368800,58436,110312,90271
"June 16, 2016",1130430,39318,93036,76379
"June 20, 2016",1569973,56436,122508,113734
"June 21, 2016",1635036,62881,122925,123873
"June 22, 2016",1570445,61982,123247,115152
"June 23, 2016",1146035,37952,92317,80039
"June 24, 2016",11509,44,696,342
"June 27, 2016",1908342,66283,147352,133492
"June 28, 2016",1801455,73677,138479,132226
"June 29, 2016",1658460,65313,130009,112401
"June 30, 2016",1291874,43287,106408,90763
"July 1, 2016",968894,35708,70144,64349
"July 5, 2016",1363732,58975,104288,96910
"July 6, 2016",1407992,61056,110905,94831
"July 7, 2016",1115964,40126,89151,74940
"July 8, 2016",4848,21,360,282
"July 11, 2016",1813927,68385,141090,123253
"July 12, 2016",1303190,56706,101980,96380
"July 13, 2016",1361995,58078,106450,92701
"July 14, 2016",1212523,40385,94731,84469
"July 15, 2016",731773,15316,45444,53137
"July 18, 2016",1048128,42865,82644,71575
"July 19, 2016",791878,35000,65026,55910
"July 20, 2016",1210654,48225,91280,83235
"July 21, 2016",1232599,42046,92450,82440
"July 22, 2016",516612,24035,42496,36252
"July 25, 2016",1504872,55886,113974,106519
"July 26, 2016",1051084,43062,84343,72378
"July 27, 2016",1392802,55176,106297,96379
"July 28, 2016",1356516,44218,99539,90871
"July 29, 2016",598281,27480,49727,42460
"August 1, 2016",1235545,47865,97060,83286
"August 2, 2016",932733,39516,76906,63650
"August 3, 2016",1439720,56686,109412,101272
"August 4, 2016",1287225,42192,95434,88766
"August 5, 2016",548365,25689,45612,41240
"August 8, 2016",1480760,54443,113019,102064
"August 9, 2016",1152569,44163,92124,79371
"August 10, 2016",1427518,53211,106064,99791
"August 11, 2016",1408534,44463,98576,92257
"August 12, 2016",624979,25952,49910,46247
"August 15, 2016",1348383,51437,103469,94105
"August 16, 2016",963676,41881,81204,67482
"August 17, 2016",1224537,52484,96819,84699
"August 18, 2016",1237149,44712,89004,80415
"August 19, 2016",563532,24889,44811,40692
"August 22, 2016",1365489,53903,107173,94252
"August 23, 2016",928484,40275,77604,64443
"August 24, 2016",1217445,53080,95141,85177
"August 25, 2016",1158977,40917,88833,80302
"August 26, 2016",572928,25533,47038,41158
"August 29, 2016",720286,42887,18515,16670
"August 30, 2016",668528,40864,19924,16489
"August 31, 2016",964097,65602,27579,23874
"September 1, 2016",1486840,44782,108754,101902
"September 2, 2016",561684,25496,45293,41359
"September 3, 2016",1108823,40974,82670,78510
"September 6, 2016",1139882,43946,87771,76864
"September 7, 2016",1482159,58372,109447,98562
"September 8, 2016",1559446,45753,107347,101681
"September 9, 2016",628082,27192,48029,42995
"September 12, 2016",1339827,47772,102963,87418
"September 13, 2016",1382181,45530,97615,97578
"September 14, 2016",1282949,50828,98927,89971
"September 15, 2016",1880725,56123,136936,130201
"September 16, 2016",1156250,32150,76679,80991
"September 19, 2016",1337097,48779,100609,89585
"September 20, 2016",1119848,40252,86109,71372
"September 21, 2016",1171534,52010,92353,80279
"September 22, 2016",1163634,38897,85535,75902
"September 23, 2016",518932,22570,44650,38684
"September 26, 2016",1245994,48061,95195,84191
"September 27, 2016",944087,39943,77333,63074
"September 28, 2016",1107234,46711,87197,77555
"September 29, 2016",1125907,39309,86095,77431
"September 30, 2016",575478,25827,46747,42693
"October 3, 2016",1560542,57850,115770,100574
"October 4, 2016",1353216,51303,102717,84228
"October 5, 2016",1590388,57625,112746,102953
"October 6, 2016",1999348,51973,132154,117253
"October 7, 2016",802434,30971,60792,54195
"October 10, 2016",1633558,54376,121905,110529
"October 11, 2016",1044836,40872,81790,68608
"October 12, 2016",1331849,51986,98988,89442
"October 13, 2016",1433984,42869,100660,93025
"October 14, 2016",536834,24056,42699,37851
"October 17, 2016",1525050,57046,119233,101015
"October 18, 2016",1242015,45701,94662,81153
"October 19, 2016",1384471,54496,107016,94553
"October 20, 2016",1650562,41894,105122,97035
"October 21, 2016",535820,23992,42867,38904
"October 24, 2016",1382404,50289,103444,91478
"October 25, 2016",1195428,50492,91110,78490
"October 26, 2016",1374191,52170,104460,95448
"October 27, 2016",1475374,54457,108702,97289
"October 28, 2016",655453,27511,50029,47111
"October 31, 2016",1603451,67392,116023,104360
"November 1, 2016",1207129,55852,90099,78049
"November 2, 2016",1412479,67509,105879,95865
"November 3, 2016",1375921,44260,95123,85751
"November 4, 2016",611856,26691,50587,43818
"November 5, 2016",67,4,6,11
"November 7, 2016",1483274,54204,113501,98851
"November 8, 2016",1336252,44885,103428,87299
"November 9, 2016",1405286,54813,104736,90466
"November 10, 2016",1641651,46084,113843,110966
"November 11, 2016",702160,26288,53391,50128
"November 14, 2016",1467538,57111,117130,100844
"November 15, 2016",1241476,51644,96638,79617
"November 16, 2016",1685713,69780,131827,113601
"November 17, 2016",1950519,57954,131659,120524
"November 18, 2016",796336,35377,65316,56859
"November 21, 2016",1707047,61657,128083,113678
"November 22, 2016",1248591,52135,98037,82930
"November 23, 2016",1057551,42620,77348,69683
"November 28, 2016",1528321,60181,115839,98506
"November 29, 2016",1261699,47490,98080,79019
"November 30, 2016",1311869,59314,101754,85188
"December 1, 2016",1893514,59988,136046,120663
"December 2, 2016",880412,33758,67727,58912
"December 5, 2016",1497076,55917,113744,96910
"December 6, 2016",1380421,46228,106231,87981
"December 7, 2016",1740155,59935,122363,110889
"December 8, 2016",1640820,52407,111289,100126
"December 9, 2016",629839,26635,49833,42860
"December 12, 2016",1687895,63213,124215,107630
"December 13, 2016",1344954,53194,103967,86231
"December 14, 2016",1512392,58338,111923,98571
"December 15, 2016",1631043,49924,114276,103454
"December 16, 2016",840614,29881,63625,58292
"December 19, 2016",1998669,73014,148669,130184
"December 20, 2016",1629410,63481,123741,100003
"December 21, 2016",2153432,77927,150276,140260
"December 22, 2016",2272055,58409,151882,147845
"December 23, 2016",866910,31502,61127,61943
"December 26, 2016",1629004,70984,119794,107766
"December 27, 2016",1842293,68150,130106,111397
"December 28, 2016",1510120,72413,108625,93494
"December 29, 2016",1522801,53810,107013,94093
"December 30, 2016",470257,24119,36008,31099
"January 3, 2017",997295,44334,76334,63587
"January 4, 2017",1155250,54092,88287,75047
"January 5, 2017",1162305,44139,86623,74318
"January 6, 2017",534757,25835,44129,38078
"January 9, 2017",1542018,70278,123002,102172
"January 10, 2017",911193,37528,73919,60460
"January 11, 2017",1053121,47414,84692,72343
"January 12, 2017",945286,36942,72623,62500
"January 13, 2017",405204,21463,33831,29190
"January 16, 2017",646803,26926,48381,42388
"January 17, 2017",1121767,53211,92774,76307
"January 18, 2017",1270414,58212,106447,87111
"January 19, 2017",1052188,35275,76599,68324
"January 20, 2017",437611,20975,36360,31599
"January 23, 2017",1138154,45734,93686,80368
"January 24, 2017",930012,39097,78169,64693
"January 25, 2017",1143956,49352,90864,80871
"January 26, 2017",1103198,40264,84736,74989
"January 27, 2017",457383,21718,39597,34065
"January 30, 2017",1158312,45901,91833,79795
"January 31, 2017",902147,39057,75934,61562
"February 1, 2017",1282915,47824,97647,91888
"February 2, 2017",1194200,36636,87532,82986
"February 3, 2017",585025,21927,45550,45204
"February 6, 2017",1601244,50399,118013,113355
"February 7, 2017",1340599,41082,101459,93395
"February 8, 2017",1423457,49123,104950,99774
"February 9, 2017",1632807,41611,109617,109702
"February 10, 2017",698926,26075,51599,47271
"February 13, 2017",1463084,45735,105663,102052
"February 14, 2017",1187049,38923,90996,82781
"February 15, 2017",1190702,49803,95119,85194
"February 16, 2017",1400699,37766,98589,96906
"February 17, 2017",522427,20347,42641,41422
"February 20, 2017",1362301,47288,104796,94419
"February 21, 2017",954421,41056,78851,64029
"February 22, 2017",1161614,46540,92028,87059
"February 23, 2017",1247247,38989,92709,83490
"February 24, 2017",552407,22784,46863,42694
"February 27, 2017",1369687,49453,105761,94809
"February 28, 2017",915481,41573,77998,63645
"March 1, 2017",1334572,49705,107158,89960
"March 2, 2017",1272556,41921,97469,81101
"March 3, 2017",473817,22218,40751,33828
"March 6, 2017",1589481,57985,120068,102357
"March 7, 2017",1329436,47692,101362,86180
"March 8, 2017",1264563,51963,96453,83680
"March 9, 2017",1356600,40906,97676,90945
"March 10, 2017",504803,22517,41260,36466
"March 13, 2017",1539801,60092,121294,105844
"March 14, 2017",938812,35333,72028,62048
"March 15, 2017",1281505,51951,99707,85573
"March 16, 2017",1392967,40102,100555,90721
"March 17, 2017",595210,24868,48571,42981
"March 20, 2017",1335492,51042,101532,88003
"March 21, 2017",943167,42186,79656,62870
"March 22, 2017",1138823,50633,90872,77130
"March 23, 2017",1175894,38060,85953,76739
"March 24, 2017",475870,23446,41281,35520
"March 27, 2017",1355070,51223,104129,89202
"March 28, 2017",964119,41548,82563,64084
"March 29, 2017",1120680,47852,89521,75988
"March 30, 2017",1098869,37601,81718,70096
"March 31, 2017",537384,23057,43762,38088
"April 3, 2017",1425654,51998,106759,93187
"April 4, 2017",1122758,45817,90757,73068
"April 5, 2017",1330585,55174,101931,90644
"April 6, 2017",1506635,41896,106777,96422
"April 7, 2017",586626,23968,46730,41668
"April 10, 2017",1479545,56297,115162,100537
"April 11, 2017",1342015,50168,105369,88360
"April 12, 2017",1487733,55451,112091,104832
"April 13, 2017",1436477,42632,104959,98241
"April 14, 2017",609846,24486,47537,45609
"April 17, 2017",1476138,53282,110545,96034
"April 18, 2017",1010919,43395,82977,70060
"April 19, 2017",1224119,53513,98254,85722
"April 20, 2017",1069539,39142,82474,70524
"April 21, 2017",441161,22042,39409,32753
"April 24, 2017",1354859,50564,104510,90140
"April 25, 2017",1208008,45680,100566,94452
"April 26, 2017",1200504,50488,95480,83038
"April 27, 2017",1339056,41580,104100,90931
"April 28, 2017",524455,24218,42889,38101
"May 1, 2017",1348782,50629,108171,94593
"May 2, 2017",1145371,48149,92147,80039
"May 3, 2017",1566529,55834,112412,106608
"May 4, 2017",1316484,39727,98823,92922
"May 5, 2017",591869,23980,47143,45309
"May 8, 2017",1497965,56480,113179,102545
"May 9, 2017",1095645,43912,92216,78121
"May 10, 2017",1516163,55911,116632,109282
"May 11, 2017",1698743,42225,117030,116390
"May 12, 2017",561698,25349,47579,42782
"May 15, 2017",1459006,58840,112777,95699
"May 16, 2017",1318237,48840,100508,85840
"May 17, 2017",1367988,56898,104746,93517
"May 18, 2017",1476038,45156,106642,97283
"May 19, 2017",571132,25794,48149,42720
"May 22, 2017",1624575,61118,120507,113692
"May 23, 2017",1209411,51818,98647,81145
"May 24, 2017",1400037,59532,107674,96345
"May 25, 2017",1298340,44072,95112,88468
"May 26, 2017",1659765,63113,122991,116803
"May 27, 2017",64,10,7,7
"May 29, 2017",66,4,6,11
"May 30, 2017",1068441,44883,84013,72266
"May 31, 2017",1435138,56400,103953,94090
"June 1, 2017",1490500,40825,107098,99045
"June 2, 2017",572278,24634,46989,42700
"June 5, 2017",1877908,68646,140149,127497
"June 6, 2017",1306200,46886,109747,94404
"June 7, 2017",1429141,56395,119723,102586
"June 8, 2017",1594498,44976,114913,105657
"June 9, 2017",598375,25289,51845,43277
"June 12, 2017",1583338,59161,128198,105945
"June 13, 2017",1262728,47596,103842,87964
"June 14, 2017",1523206,57427,113253,102316
"June 15, 2017",1599586,46142,115149,110547
"June 16, 2017",642565,24258,48237,46049
"June 19, 2017",1471612,56582,113312,99374
"June 20, 2017",1100825,47979,88558,73184
"June 21, 2017",1325185,56650,107180,91927
"June 22, 2017",1154796,40521,91558,76761
"June 23, 2017",731337,26538,57035,53368
