Store Number,Bourbon/Whisky,Brandy,Cocktails/RTD,Cordials & Liqueurs,Delisted & Special Order,Gin,Grain Alcohol,Rum,Temp and Specialty Packages,Tequila,Unknown,Vodka
4418,"21,760","2,114","1,691","11,872",,428,,"8,678",,"1,329",,"14,741"
4419,"17,446","1,187",708,"5,868",,298,,"6,024",,"1,304",,"15,147"
4421,"17,359","1,083",236,"9,401",,135,,"9,421",,"9,468",,"13,591"
4424,"4,812","5,627",,"4,764",,461,,"2,325",96,464,,"6,481"
4427,"26,984","1,894",342,"10,074",,883,102,"9,132",503,"1,208",,"31,005"
4428,"40,693","2,355",548,"15,171",,"1,750",,"16,520","1,783","2,347",,"34,284"
4429,"30,597",801,393,"17,592",,284,,"11,738",446,"2,243",,"24,332"
4433,"29,308","1,678",403,"22,477",,285,,"10,020",223,"2,936",,"40,759"
4434,"49,173","4,193","1,250","42,860",,687,95,"26,323",437,800,90,"27,470"
4436,"18,567","2,421",315,"11,151",,728,,"19,996",602,"2,933",,"44,113"
4438,"21,540","2,597",79,"7,155",,481,,"8,419",149,"1,370",,"17,518"
4439,"28,225","3,015","2,893","15,410",,"1,733",189,"9,813",87,"1,707",,"28,801"
4443,"29,460","3,649","1,137","19,970",,"1,609",143,"13,236",198,833,,"16,923"
4444,"40,732","3,224",472,"21,299",,638,,"9,525",96,"3,909",,"26,417"
4446,"41,217","25,584",,"26,703",,"1,002",,"14,834",,"4,134",,"49,120"
4447,"21,666","11,027",,"18,193",,206,,"7,645",,"1,971",,"33,955"
4448,"19,731","1,684",39,"13,174",,200,,"9,418",248,"1,661",,"26,466"
4449,"19,230","1,870",420,"11,459",,489,,"7,893",569,"1,384",,"36,012"
4450,"35,683",874,787,"13,596",,535,,"14,894",297,"2,444",,"55,728"
4452,"38,206","30,328",382,"53,500",,"2,009",,"9,197","5,185","11,803",,"38,979"
4453,"45,473","6,092",117,"18,922",,830,"1,159","30,565",19,"2,399",,"32,211"
4454,"8,680","1,963",236,"10,636",,148,89,"5,457",392,852,,"12,138"
4455,"12,344","1,129",337,"3,314",,726,,"9,453",163,"1,386",,"11,849"
4456,"23,095","6,827",249,"8,026",,"4,141",,"11,334",106,"5,008",,"26,480"
4457,"35,894","3,140",642,"11,957",,"4,029",,"14,952",755,"3,870",,"56,377"
4458,"11,748","5,169",,"12,309",,170,,"5,441",,"1,012",,"16,433"
4459,"27,864","1,630",315,"20,947",,741,,"11,406",616,"5,276",,"28,796"
4461,"24,642","17,203",,"21,850",,517,,"10,291",,"3,765",,"36,036"
4462,"30,554","1,594","1,445","11,622",,"3,295","1,077","13,039",707,"1,259",,"18,504"
4463,"101,592","5,230","4,524","31,149",,"3,264","1,061","38,493",,"6,460",,"72,199"
4464,"34,119","25,135","1,484","32,408",,"3,640",292,"12,775","3,532","6,269",,"25,964"
4466,"41,248","5,328","1,544","22,840",,"1,787",324,"25,040","2,264","9,100",,"28,653"
4467,"17,916","1,583",157,"11,112",,679,,"6,040",460,813,,"16,611"
4468,"4,887","1,530",,"7,920",,,,"2,486",25,707,,"4,820"
4472,"35,827","1,322",786,"15,107",,88,41,"8,583","6,183","1,907",,"19,521"
4473,"27,246",533,,"20,565",,468,,"18,922",,"1,863",,"30,619"
4474,"33,115","17,187",,"27,922",,"1,511",,"18,501",,"7,194",144,"36,010"
4475,"30,787","8,813",,"25,858",,"1,112",,"14,198",,"5,763",72,"32,096"
4476,"19,778","6,202",,"26,821",,482,,"12,904",,"5,874",,"31,986"
4477,"12,692","1,835",,"14,832",,212,,"10,347",,"2,085",,"15,812"
4478,"68,675","112,006",403,"92,681",,"3,037","3,059","29,774",329,"20,970",,"85,424"
4480,"5,292","1,414",,"3,634",,195,,"2,095",228,"2,097",,"12,260"
4482,"50,185",782,"2,081","36,565",74,"1,449",30,"14,507",726,"2,708",,"46,549"
4485,"50,838","6,682","1,590","15,958",,"1,036",162,"14,005",152,"3,264",324,"18,468"
4487,"13,196","1,429",,"8,286",,458,,"5,500",,"1,248",,"17,784"
4489,"22,411","1,585",604,"8,777",,126,,"10,239",,"2,436",,"14,452"
4490,"35,367","27,595",,"17,835",,411,,"8,930",,"5,508",,"33,085"
4491,"29,615","4,437",,"8,279",,351,,"11,271",261,"3,556",,"21,225"
4492,"17,927","2,579",28,"9,889",,332,,"9,960",,"1,916",,"17,895"
4493,"27,049","1,397",,"14,520",,201,,"12,023",,863,,"24,613"
4495,"52,895","2,465",699,"19,433",,380,"1,242","14,144",,"1,931",,"36,118"
4496,"19,344","6,563",,"19,958",,680,,"5,860",,"3,432",,"44,182"
4497,"10,045",80,404,"2,167",,,81,"4,184",,,,"8,177"
4498,"18,888",415,"1,839","7,907",,191,110,"4,325",,"1,910",,"6,966"
4499,"11,167",124,347,"6,725",,122,,"6,730",,345,,"6,360"
4500,"16,737",477,58,"5,688",,63,,"9,857",,"1,047",,"12,080"
4501,"13,681","1,885",79,"7,615",,468,,"6,535",312,"1,772",,"18,239"
4503,"16,227",,,"8,270",,,,"5,221",,"1,560",,"12,550"
4504,"47,403",546,"1,529","30,029",194,27,,"19,160",870,"5,755",207,"42,726"
4505,"19,420",,,"5,330",,755,,"7,304",,"1,290",,"13,726"
4506,"31,185",719,295,"8,732",,,,"9,085",,"4,655",,"24,220"
4507,"12,050",978,125,"3,400",,,,"9,598",,958,,"9,669"
4508,"30,291",651,287,"10,745",,249,104,"11,948",,"1,339",,"16,278"
4509,"155,132","44,952","8,357","82,391","10,263","17,595","4,339","179,358","22,823","44,448","1,010","432,874"
4510,"31,626",180,948,"10,726",,117,,"4,665",,994,,"11,960"
4511,"40,438","19,617",332,"28,893",,355,945,"10,382","3,451","12,320",27,"33,698"
4512,"9,417",865,880,"13,740",,248,104,"11,149","3,984",768,,"22,979"
4513,"11,774",,,"5,672",,117,,"6,844",,149,,"10,188"
4514,"31,861","2,697",,"15,191",,29,,"14,925",44,"1,061",,"21,502"
4515,"18,536",213,,"5,844",,,,"10,710",,981,,"7,505"
4516,"23,669",,560,"12,738",,566,,"7,335",,"2,255",,"9,946"
4517,"12,580","1,690",70,"18,609",,156,,"10,401",,320,,"24,652"
4518,"25,707","2,850",189,"11,968",,340,,"10,375",,"1,029",,"28,868"
4519,"10,347",296,266,"9,765",,58,,"7,043",152,"4,149",,"8,837"
4520,"17,868","1,978",245,"15,636",,125,135,"9,173",,"2,754",,"29,053"
4521,"18,432",120,172,"5,215",,68,138,"4,268",33,"1,319",,"8,390"
4522,"26,197",745,312,"12,199",,"1,067",690,"13,704",,"1,558",,"19,835"
4523,"29,076",721,278,"9,322",,,,"13,713",,936,,"13,809"
4524,"26,243",709,325,"7,780",,660,41,"6,673",,696,,"14,517"
4525,"1,681",,,581,,,,"1,337",,,,700
4527,"11,469",404,271,"4,793",,,104,"5,574",,"1,096",,"13,423"
4528,"4,202",702,57,"1,781",,117,,"2,642",,133,,"2,770"
4529,"12,233",665,885,"6,431",,190,648,"3,924",,736,,"16,048"
4530,"21,094","3,190",,"10,605",,339,,"8,747",,796,,"20,188"
4531,"21,127","1,947",808,"11,388",,979,,"6,362",,"1,294",,"11,159"
4532,"14,820",197,158,"6,453",,,621,"4,465",,460,,"7,833"
4533,"21,230",730,269,"7,366",,222,,"9,914",,"1,148",,"15,624"
4535,"25,367","1,401",173,"9,141",,175,,"10,588",,553,,"22,816"
4536,"21,673",403,,"4,540",,213,52,"16,118",,"1,873",,"22,137"
4537,"18,456",879,668,"14,374",,225,190,"5,712",44,"1,239",,"11,401"
4539,"17,214",,,"5,224",,284,,"9,886",,"1,648",,"8,517"
4540,"12,464",720,335,"11,838",,90,,"7,076",,786,,"10,777"
4541,"5,603",225,325,"1,228",,58,,"2,099",,"3,285",,"5,844"
4542,"15,518","2,770",83,"4,854",,191,,"7,174",,999,,"8,763"
4543,"22,628","1,544",,"6,503",,148,,"10,325",,"1,338",,"15,896"
4544,"15,564",386,58,"9,996",,198,,"8,508",,"1,443",,"10,289"
4545,"42,584",229,,"34,982",,"2,198","1,465","18,382",,"9,614",,"35,498"
4546,"16,694",,,"6,415",,,,"10,101",162,217,,"12,666"
4547,"81,864","2,905","5,189","12,803",216,"1,250",270,"23,267","1,503","4,567",,"48,805"
4548,"12,777","1,874",113,"6,584",,351,414,"5,223",,198,,"9,323"
4549,"35,155",215,589,"9,647",,"1,337",324,"7,947",,460,,"16,863"
4551,"26,239",355,114,"17,060",,,,"15,038",,297,,"17,881"
4552,"23,466",,,"25,814",,126,,"12,395",,730,,"21,776"
4553,"16,980",,428,"7,160",,,,"6,135",,406,,"9,683"
4554,"13,558","3,008",144,"7,193",,507,,"5,200",149,"2,224",,"11,443"
4555,"7,147",,923,"8,857",,62,,"3,275",,,,"4,242"
4556,"15,672",658,,"14,137",,,,"6,148",,396,,"9,956"
4557,"45,460","3,456","2,641","11,140",,"3,510",68,"15,999",,"3,314",,"44,034"
4558,"46,737","23,256",262,"24,005",,"4,256",,"13,430",743,"6,811",,"54,193"
4559,"86,614","4,354","4,855","32,016",171,"2,961","1,075","39,117",263,"8,687",137,"80,582"
4560,"15,913",718,368,"14,183",,134,81,"5,622",233,"2,406",,"12,689"
4562,"10,856",403,,"7,237",,234,311,"9,428",,567,,"13,694"
4563,"5,270",678,,"2,129",53,258,,"3,326","1,011",99,,"1,774"
4565,"19,639","1,845",865,"10,302",,175,,"11,023",,"1,355",,"17,854"
4566,"27,893","8,057",363,"19,241",,"1,048",,"15,577",656,"3,453",,"30,457"
4568,"79,889","19,699",,"100,189",,373,,"39,738","3,599","7,458",405,"52,841"
4569,"41,822",431,341,"19,833",,985,39,"17,387",94,"3,065",,"22,821"
4571,"17,338",,185,"5,546",,,,"8,854",76,429,,"10,058"
4573,"12,232",,142,"5,274",,464,"1,346","3,630",,347,,"12,062"
4575,"30,089",,,"15,120",,382,,"12,088",,493,,"25,978"
4577,"19,848",,512,"10,195",,146,225,"5,560",,601,,"15,021"
4578,"24,739",213,"1,166","10,851",,"1,020",324,"3,663",,876,,"5,703"
4580,"7,031","5,235",60,"12,156",,266,,"1,668",,532,,"16,995"
4582,"112,924","8,338","2,163","58,958",443,"2,255","10,206","21,355","5,499","20,685",179,"51,948"
4584,"18,069",622,113,"9,165",,16,81,"4,327",,668,,"14,185"
4585,"23,360",332,57,"8,903",,495,,"10,766",,541,,"15,960"
4588,"116,607","156,866",241,"86,413",,"15,293",566,"17,285","5,602","36,993","3,600","80,269"
4589,"44,517","2,828",943,"22,703",,936,592,"12,608",574,"4,141",51,"22,271"
4590,"18,574",760,166,"9,129",,252,,"9,557",,"1,600",,"15,195"
4591,"15,044",40,586,"7,380",,,41,"9,255",65,958,,"10,256"
4592,"43,795","3,551",409,"13,875",,534,246,"11,137","4,866",939,,"18,575"
4594,"18,242","7,155",,"18,850",,197,,"6,749",,"2,177",,"24,788"
4596,"31,399","5,099",,"18,036",,272,,"7,762",,"4,254",,"21,903"
4598,"15,998","8,197",,"21,347",,206,,"6,847",,"2,456",,"17,514"
4599,"32,599","13,760",,"28,424",,502,,"7,099",,"4,249",,"31,903"
4600,"3,682",86,,"1,989",,135,,756,,35,,"1,986"
4601,"33,711","4,457",839,"28,198",,"2,370",,"14,283",,"5,148",,"31,263"
4602,"77,271",389,"1,100","33,651",142,"1,048","1,165","16,196","1,747","7,411","1,620","33,893"
4603,"30,576","11,772",369,"17,784",,"3,528",68,"15,509",510,"6,792",,"38,924"
4604,"163,730","11,803","3,003","87,691",498,"8,778","21,988","56,885","16,424","21,111","1,342","98,633"
4605,"24,812","2,777",170,"10,093",,134,,"11,806",371,"1,342",,"27,464"
4607,"20,819",225,113,"3,797",,,,"7,849",,199,,"13,298"
4608,"37,411","2,432",270,"33,773",,472,,"13,883",,"6,907",,"30,387"
4609,"25,549","1,056",524,"18,035",,526,,"17,508",89,"2,060",,"44,454"
4610,"5,300",,116,"2,094",,,,"14,742",,199,,"6,554"
4613,"31,168","2,690",,"7,431",,251,,"15,336",,311,,"24,839"
4617,"133,694","143,458","4,175","78,872",185,"5,410","4,557","33,473","5,792","40,225",190,"118,068"
4619,"39,380","26,260",28,"23,050",,"1,158",135,"14,945",,"4,767",,"38,314"
4621,"23,104",,178,"7,922",,,,"12,190",,550,,"13,752"
4622,"26,253","31,473",,"25,703",,673,,"16,067",,"6,638",,"38,329"
4623,"11,034",,83,"5,559",,72,,815,,,,"11,145"
4624,"23,761","13,441",,"12,204",,"1,022",,"7,478","1,520",805,,"18,606"
4626,"28,381","6,986",,"38,470",,"2,751",,"13,578",,"4,620",,"23,003"
4627,"16,622",386,770,"5,276",,177,,"7,395",,249,,"6,919"
4628,"42,686","1,103",374,"25,580",839,"1,727",707,"13,938",588,"11,630",,"22,987"
4629,"49,985",702,,"24,488",,78,27,"24,342",,"3,684",,"40,344"
4630,"43,251","57,182",167,"42,943",360,"3,095",210,"24,108","9,169","36,198",450,"93,894"
4631,"21,340","3,423",69,"11,144",,10,,"9,134","2,292",423,,"20,818"
4633,"47,310","5,096",684,"38,285",,"2,057",,"15,728",,"5,516",,"26,784"
4634,"22,801","12,118",,"13,925",,"2,206",,"9,867",,"3,250",,"23,714"
4635,"14,838","10,448",,"9,760",,256,,"6,214",,"1,233",,"11,552"
4636,"31,015","22,551",,"17,393",,"1,078",,"9,840",63,"1,470",,"35,294"
4637,"34,875","25,592",995,"23,992",,"2,774",48,"8,241",,"1,084",,"27,990"
4638,"105,090","183,378",157,"85,607",,"9,652",645,"19,697","7,509","48,450",909,"130,193"
4640,"22,010","110,485",54,"19,349",,"7,208",256,"11,878","5,344","27,259",189,"44,672"
4641,"39,646","8,357",603,"26,907",,"3,273",,"10,979",87,"6,546",270,"37,944"
4642,"36,077","28,339",910,"36,242",150,"4,878",723,"16,847","1,006","6,624",,"32,657"
4643,"23,068",,120,"13,873",,,,"6,069",798,397,,"9,163"
4644,"13,459","7,617",,"15,406",,"2,277",59,"6,371",283,"1,554",,"15,851"
4645,"10,784","3,717",247,"8,736",,981,,"3,585",,926,,"8,175"
4647,"42,189","40,960",124,"13,610",,"4,466",68,"17,093",56,"5,943",,"21,827"
4648,"34,408","335,817","1,383","31,370","4,009","23,634","1,315","8,014","11,368","93,037","1,899","67,600"
4650,"28,470","2,760","1,121","9,256",,468,"2,138","9,977",947,"1,291",,"24,523"
4651,"26,456","4,522",227,"6,902",,90,,"7,382",,876,,"16,496"
4652,"33,124","114,548",35,"18,549",,"3,748",45,"13,496","2,937","20,792",90,"63,711"
4653,"13,485",,29,"13,134",,147,,"5,619",,704,,"11,496"
4654,"45,693","1,794","1,180","14,966",,825,,"15,557",334,"3,000",,"28,391"
4655,"16,684",78,28,"8,627",,58,95,"3,194",,33,,"14,927"
4656,"15,754",282,304,"4,274",,533,41,"5,157",,"1,713",,"16,027"
4657,"18,775",345,57,"5,325",,,,"5,240",,149,,"18,910"
4658,"10,458",773,47,"6,254",,62,,"6,280",,460,,"17,132"
4659,"9,132",487,83,"5,590",,144,,"4,005",,230,,"9,825"
4660,"15,430","60,500",,"3,524",,"2,846",,"3,425","1,079",949,,"22,860"
4661,"21,182","4,674",,"18,349",,99,,"9,405",,"2,030",,"19,043"
4663,"14,694",58,,"4,530",,,,"7,103",,909,,"9,093"
4664,"22,229",543,57,"8,125",,148,,"2,806",,230,,"9,255"
4665,"33,599","1,971",944,"19,400",,117,,"15,381",,"1,859",,"32,294"
4668,"48,201","2,614","3,929","21,659",171,"3,319",284,"18,849",,"4,168",,"64,677"
4669,"3,910",,,251,"5,802",,"1,112",,,,"1,829",
4673,"107,460","1,122","1,253","54,526",,"4,352",135,"42,564",190,"9,795",,"56,243"
4674,"40,651","2,378",629,"13,577",,"1,467",,"14,679",386,"3,283",,"29,779"
4675,"32,015","1,642",157,"11,295",,820,,"10,330",171,"1,624",,"28,641"
4676,"7,718","3,196",,"6,342",,122,,975,,547,,"6,227"
4677,"1,064,157","44,133","119,070","159,595",279,"120,826","1,619","144,260","11,717","192,702",,"674,323"
4678,"191,432","4,363","29,590","66,806",271,"8,911","1,637","75,071","21,177","17,189",384,"154,096"
4679,"15,925","1,492",499,"3,708",,683,,"5,595",,"1,657",,"18,911"
4684,"53,930","2,112",686,"28,617","3,070",565,864,"10,587","6,397","2,707",454,"49,127"
4685,"7,320","10,451",,"4,916",,468,,"8,075",,"1,877",,"10,780"
4687,"22,336","3,213",629,"9,150",,"1,012",,"7,249",525,"1,768",,"27,227"
4688,"26,984","3,181",585,"5,606",,265,,"8,158",,934,,"24,072"
4689,"7,897","1,966",157,"2,287",,,,"4,532",352,"2,005",,"5,659"
4690,"20,303","1,019",,"9,844",,,,"3,367",397,431,,"15,062"
4692,"7,880",746,395,"3,168",,717,,"6,271",340,"1,924",,"13,157"
4694,"34,692","27,644",,"58,323",,"5,489",887,"15,533",127,"11,533",,"45,597"
4695,"29,471","1,754","1,161","8,027",,483,,"7,562",,"1,529",,"24,111"
4696,"23,480","12,506",,"15,882",,571,,"6,365",,"1,874",,"29,590"
4697,"60,056","279,478",956,"28,039","1,916","12,074","1,185","15,536","21,495","42,547",99,"94,126"
4698,"84,601","5,974",772,"35,106",,"2,647","1,320","19,418","5,060","10,751","1,539","48,667"
4699,"13,676",871,315,"5,699",,585,,"4,915","1,437","1,275",,"19,635"
4700,"19,998","1,118",997,"6,415",,317,425,"9,206",,885,,"12,552"
4701,"3,268",,79,"1,629",,117,,981,,206,,"6,140"
4702,"27,278","1,664","1,113","3,916",,234,,"5,546",,"1,381",,"21,051"
4703,"33,881","9,967","1,277","11,719",,"1,523",518,"10,618",603,"8,391",,"27,698"
4705,"19,434","4,530",317,"3,580",,840,205,"3,996",,"1,740",,"19,812"
4706,"8,933",333,,"4,412",,234,,"4,318",,"1,399",,"10,660"
4707,"3,879",385,,"1,410",,59,,"1,404",,324,,"5,760"
4708,"56,006","2,884","5,470","15,076",,"4,608",,"20,184",,"3,047",,"32,413"
4709,"28,001","7,992",795,"6,250",,"2,371","2,048","9,671",,"2,531",,"28,556"
4710,"14,719",526,204,"4,339",,200,,"6,022",,"1,082",,"17,169"
4711,"15,076","4,544",657,"3,367",,117,,"9,229",594,631,,"22,665"
4712,"24,579","13,443","1,126","6,046",,523,311,"12,986",176,"1,945",,"28,808"
4713,"15,757","2,563",794,"3,573",,707,,"4,967",,"2,319",,"16,318"
4714,"18,154","2,301",466,"4,739",,234,205,"4,193",,"2,011",,"9,197"
4715,"22,236","9,995",786,"5,962",,"1,068",,"8,324",,"2,005",,"25,929"
4716,"5,939","1,805",,"2,623",,59,,"2,553",,321,,"5,037"
4717,"10,338","1,107","1,782","3,851",,473,,"7,148",,598,,"25,329"
4718,"13,719",567,315,"6,928",,468,,"4,946",,"1,547",,"18,720"
4719,"18,376","2,053",916,"3,526",,590,,"8,994",207,"1,554",,"27,204"
4720,"44,128",680,"1,196","14,980",,562,162,"13,538",,"1,162",,"21,369"
4721,"18,719",558,349,"3,926",,234,,"3,677","1,092","1,453",,"13,988"
4722,"13,976","5,808",384,"4,645",,,,"3,965",577,"1,884",,"20,486"
4723,"20,586","1,601",773,"3,912",,824,,"5,449",,"1,894",,"21,359"
4724,"11,814","1,206",389,"2,292",,295,,"4,020",,397,,"6,817"
4725,"51,512","4,800",87,"28,036",,"1,442",,"24,201",297,"1,916",,"54,619"
4726,"41,153","6,637","2,066","7,935",,890,,"13,726","1,055","4,004",,"34,544"
4727,"26,529","2,546","1,174","6,936",,293,,"8,681",,"2,476",,"29,777"
4728,"14,320","5,740",171,"3,515",,273,431,"4,693",,"2,829",,"14,893"
4730,"28,585","5,619",465,"3,977",,"1,318",86,"3,262",622,"1,379",,"19,200"
4731,"29,308","3,175","1,362","7,449",,"1,395",,"7,719",,"1,139",,"28,543"
4732,"32,844","2,568","1,457","9,089",,"3,408",,"8,451",887,"2,114",,"39,205"
4733,"41,727","4,741","1,118","12,467",,"1,648",,"10,860",,"4,548",,"44,376"
4734,"43,538","3,913","1,839","9,378",,"1,994",,"11,824",,"3,454",,"38,745"
4735,"15,149","5,803",384,"6,105",,702,,"6,340",,"2,335",,"19,662"
4736,"24,182","1,322",686,"6,159",,332,,"10,401",,"1,959",,"27,119"
4737,"5,774","3,365",,"2,200",,176,,"2,260",,522,,"5,070"
4738,"30,665",84,"2,646","30,479",,"1,166","1,438","18,034",974,"5,598",27,"17,888"
4739,"12,301","2,020",113,"4,688",,,,"4,942",,"1,377",,"11,639"
4740,"34,005","3,202",882,"10,280",,324,,"9,558",,"4,484",,"22,169"
4741,"27,630","3,003",828,"13,445",,332,102,"14,729",140,"4,853",,"42,185"
4743,"124,961","2,838","5,950","39,647",,"9,411",486,"54,385","1,034","7,247",,"90,616"
4744,"16,370","4,993",375,"6,765",,946,,"6,013",,"3,564",,"29,649"
4745,"29,695","3,671",926,"4,665",,"1,201",,"7,454",,"1,224",,"25,279"
4746,"12,041","1,592",306,"3,154",,,,"6,835",,768,,"10,453"
4747,"22,382","2,773","1,148","8,045",,590,,"9,563",,"4,179",,"29,480"
4748,"17,446","1,685",536,"4,792",,"1,020",410,"5,148",189,"1,841",135,"21,720"
4749,"14,244",751,262,"4,607",,356,,"3,121",,711,,"10,629"
4750,"9,863",846,332,"3,864",,234,,"3,091",253,160,,"12,278"
4751,"9,047","1,161",,"3,130",,,,"3,458",,"1,084",,"8,010"
4752,"58,397","102,126",,"25,135",,"4,975",,"18,561",500,"9,657",,"54,364"
4753,"10,880",258,18,"4,767",,121,13,"2,505",110,"1,115",,"5,933"
4754,"11,715","1,390",772,"3,753",,244,,"3,844",,518,,"13,558"
4755,"8,052","1,308",372,"2,772",,234,,"4,646",,901,,"6,936"
4756,"10,710",622,274,"3,605",,234,,"2,138",,673,,"6,697"
4757,"55,857","13,743","1,109","33,031",,"1,122",608,"17,999",281,"7,672",90,"59,212"
4759,"9,012","1,624",297,"1,701",,"1,344",,"3,241",,"1,193",,"9,350"
4760,"17,803","2,874",473,"4,916",,584,,"6,645",,"1,627",,"18,086"
4761,"18,885",509,585,"5,569",,585,,"8,959",95,"3,240",,"24,773"
4762,"9,623","1,477",38,"7,791",,106,392,"4,190",,,,"3,194"
4765,"3,854",825,,"3,133",,361,,"3,627",,988,,"3,324"
4766,"3,924",788,,"3,660",,,,"4,486",,911,,"5,101"
4767,"22,970",890,52,"20,745",,450,207,"11,434",,"2,310",,"34,020"
4769,"40,232","7,881","4,654","34,963",,996,"1,782","39,477",841,"3,026",,"34,213"
4770,"14,100",225,,"2,665",,,,"3,021",,,,"10,256"
4774,"20,001","3,771",398,"6,658",,304,162,"11,964",,"2,029",,"28,515"
4775,"9,971",443,172,"6,988",,,,"7,117",,"1,678",85,"14,495"
4777,"17,270",32,42,"9,594",,100,,"6,995",90,"1,574",,"13,978"
4778,486,262,,"1,606",,78,,306,,423,,177
4779,"6,147",155,163,"3,175",,121,104,"2,713",149,820,,"5,020"
4780,"20,045",49,179,"11,235",,58,,"9,860",359,"1,261",,"11,576"
4781,"16,314",111,326,"5,062",,219,,"6,254",,"4,098",,"7,969"
4782,"9,013","1,991",,"5,536",,261,162,"4,367",,702,,"11,544"
4783,"15,856","1,587",373,"14,659",,206,"1,035","10,172",324,"1,647",,"26,336"
4785,"25,723",605,"1,195","12,012",,128,689,"9,584",,"1,388",,"16,708"
4786,"15,523",207,94,"16,287",,178,,"4,051",,594,,"8,343"
4787,"31,646",963,310,"13,404",,519,707,"12,327",523,"2,528",229,"23,328"
4788,"17,553",666,550,"2,874",,702,,"7,967",,570,,"18,917"
4789,"1,994",352,,"2,039",,,41,524,,,,"4,011"
4790,"12,240",194,216,"9,442",,,,"2,733",,905,,"6,517"
4791,"12,839","3,990",,"4,489",,234,,"5,247",414,841,,"10,048"
4792,"17,398",,,"7,083",,,,"12,623",,"1,452",,"12,306"
4793,"15,568",895,185,"5,709",,31,,"2,463",,429,,"8,750"
4794,"115,946","70,991","5,124","73,280",,"5,672",358,"30,497","8,918","19,306",,"100,963"
4795,"49,859","10,080",428,"15,484",,"2,289",,"12,029",,"4,838",,"45,367"
4796,"14,551","1,026",192,"4,402",,234,,"3,174",,"1,307",,"12,401"
4797,"20,358","6,873",428,"6,229",,468,,"6,627",35,"3,393",,"23,193"
4798,"19,242","6,765",507,"3,629",,702,,"4,659",,"3,764",,"15,126"
4799,"28,387","4,768",236,"5,540",,234,,"14,025",,"2,119",,"26,339"
4800,"22,778","5,065","1,223","5,226",,723,,"5,577",,"4,145",,"24,580"
4801,"45,680","30,598",349,"10,253",,"1,872",,"20,253",,"7,371",,"76,098"
4802,"99,071","25,568","3,815","18,879",,"3,176",,"29,418",,"13,916",,"97,409"
4803,"57,770","28,006",927,"17,881",,468,,"24,680",,"8,786",,"76,377"
4804,"43,466","8,949",733,"11,503",,"2,660",,"11,537",140,"3,991",,"69,557"
4805,"37,689","44,823",416,"24,333",,"8,326",,"9,592",481,"13,834",180,"57,549"
4806,"59,782","7,811","2,241","22,187","2,581","3,720",486,"20,664",536,"18,029",,"40,902"
4807,"72,151","3,769","7,215","21,971",,"2,136",867,"17,952",129,"4,308",,"37,054"
4808,"24,170","8,815",,"51,443",,864,,"9,393",130,"4,391",301,"24,188"
4810,"55,277","1,646",708,"21,133",,770,,"20,784",990,"4,069",,"56,967"
4811,"11,620",130,79,"2,995",,,,"4,825",,280,,"6,744"
4817,"15,498",58,,"11,184",,179,,"10,739",22,"1,187",,"13,557"
4818,"73,678","7,519","1,572","21,937",,"9,482",542,"26,317","2,711","4,551",,"50,290"
4819,"77,545","29,359","2,854","108,443",135,"4,455","2,871","24,608","12,310","17,788",297,"78,946"
4821,"19,505",23,,"15,597",,662,,"5,367",,,,"18,596"
4823,"13,624",343,79,"8,485",,825,,"3,001",,551,,"9,450"
4824,"35,460",756,424,"35,223",,,,"7,759",38,"3,362",,"27,484"
4825,"19,570",,832,"10,196",,780,,"4,932",,813,,"7,895"
4828,"42,855","6,575",507,"14,012",,351,,"16,554",,"2,046",,"16,217"
4829,"4,897,005","266,705","17,352","2,880,958","37,893","517,646","43,575","1,494,003","78,675","2,289,934","3,655","4,807,334"
4831,"16,793","2,254",90,"7,427",542,156,,"2,104","1,004",493,,"9,624"
4836,"13,853","2,018",420,"5,765",,654,,"7,874",446,"1,988",,"29,020"
4837,"18,896","2,371",319,"6,958",,"1,788",,"10,534",371,"1,940",,"35,413"
4838,"13,128",55,354,"5,590",,,,"4,893",187,135,,"8,329"
4841,"3,131","4,333",,"5,894",,383,,"1,716",,296,,"7,250"
4843,"8,435",975,70,"16,868",,52,,"1,915",,793,,"4,957"
4844,"19,880","1,602",167,"11,134",,80,942,"3,769",291,642,,"16,589"
4846,"13,622",248,168,"8,299",,15,41,"3,993",16,252,,"10,519"
4847,"60,694","4,516","7,313","26,828",,"5,011","1,920","20,058","4,851","4,974","2,946","63,450"
4848,"28,899",241,79,"15,288",,325,,"11,997",248,"1,434",,"21,614"
4849,"7,799","203,622",,"5,594",,,,"2,742","4,664","1,189",,"27,194"
4852,"10,330","1,731",236,"7,115",,297,,"6,287",149,609,,"12,502"
4853,"15,761",586,813,"8,706",,165,,"7,462",74,546,,"29,270"
4854,"22,935",304,19,"6,372",,19,162,"13,572",7,"5,092",,"17,676"
4855,"18,939",,116,"2,743",,,,"4,176",,199,,"9,143"
4856,"56,659","1,530","4,104","19,184",,"3,241","1,380","18,155",878,"4,665",,"44,396"
4857,"7,258",525,176,"7,035",,84,,"2,435",178,200,,"7,913"
4858,"11,787",,171,"10,151",,,,"3,039",56,166,,"3,834"
4859,"23,505","6,172",,"13,951",,360,,"10,295",288,"1,673",,"22,396"
4861,"23,543",20,,"19,756",,144,,"7,084",70,595,,"27,454"
4864,"45,540","36,101","1,989","42,838",,"1,113",324,"18,463","5,178","7,081",,"60,194"
